entity_id,name,area,device,platform,domain,disabled,hidden
switch.main_entrance_doorbell_record_audio,Record audio,Entrance,Main Entrance Doorbell,reolink,switch,False,False
switch.main_entrance_doorbell_siren_on_event,Siren on event,Entrance,Main Entrance Doorbell,reolink,switch,False,False
switch.mini_media_player_pre_release,Pre-release,,Mini Media Player,hacs,switch,True,False
switch.mosquitto_broker,,,Mosquitto broker,hassio,switch,True,False
switch.mushroom_pre_release,Pre-release,,Mushroom,hacs,switch,True,False
switch.music_assistant,,,Music Assistant,hassio,switch,True,False
switch.music_assistant_player_card_pre_release,Pre-release,,Music Assistant Player Card,hacs,switch,True,False
switch.myuplink_pre_release,Pre-release,,myUplink,hacs,switch,True,False
switch.nspanel_sonoff_1002656e12_1,NSPanel,,NSPanel,sonoff,switch,False,False
switch.nspanel_sonoff_1002656e12_2,NSPanel,,NSPanel,sonoff,switch,False,False
switch.nzbget_download,Download,Living Room,NZBGet,nzbget,switch,False,False
switch.openweathermaphistory_pre_release,Pre-release,,openweathermaphistory,hacs,switch,True,False
switch.pantry_light_switch_1,Switch 1,,Pantry light,tuya,switch,False,False
switch.pantry_light_switch_2,Main,,Pantry light,tuya,switch,False,False
switch.polleninformation_eu_pre_release,Pre-release,,Polleninformation EU,hacs,switch,True,False
switch.pollenprognos_card_pre_release,Pre-release,,pollenprognos-card,hacs,switch,True,False
switch.pool_filter,,Garden back,Pool filter,zha,switch,False,False
switch.pralka,Pralka,Storage Room,Pralka,smartthings,switch,False,False
switch.pralka_bubble_soak,Bubble Soak,Storage Room,Pralka,smartthings,switch,False,False
switch.samba_share,,,Samba share,hassio,switch,True,False
switch.slave_hall_switch_bedrooms_child_lock,Child lock,Hall,Slave hall switch bedrooms,zha,switch,False,False
switch.smart_control_50320,Smart Control (50320),Storage Room,BA-SVM 10-200/12 E,myuplink,switch,False,False
switch.smart_tv_pro_mute,Smart TV Pro Mute,Mezzanine,Smart TV Pro,homekit_controller,switch,False,False
switch.sonoff_lan_pre_release,Pre-release,,Sonoff LAN,hacs,switch,True,False
switch.spotify_connect,,,Spotify Connect,hassio,switch,True,False
switch.starlink_sleep_schedule,Sleep schedule,Garden back,Starlink,starlink,switch,False,False
switch.starlink_stowed,Stowed,Garden back,Starlink,starlink,switch,False,False
switch.suszarka,Suszarka,Storage Room,Suszarka,smartthings,switch,False,False
switch.suszarka_wrinkle_prevent,Wrinkle prevent,Storage Room,Suszarka,smartthings,switch,False,False
switch.tabbed_card_pre_release,Pre-release,,Tabbed Card,hacs,switch,True,False
switch.temporary_lux_50004,Temporary lux (50004),Storage Room,BA-SVM 10-200/12 E,myuplink,switch,False,False
switch.terminal_ssh,,,Terminal & SSH,hassio,switch,True,False
switch.tz3000_j0ktmul1_ts011f_child_lock,Child lock,Garden back,Sprinklers,zha,switch,False,False
switch.tz3000_j0ktmul1_ts011f_switch,Forest,Garden back,Sprinklers,zha,switch,False,False
switch.tz3000_j0ktmul1_ts011f_switch_2,Border,Garden back,Sprinklers,zha,switch,False,False
switch.tz3000_j0ktmul1_ts011f_switch_3,Terrace,Garden back,Sprinklers,zha,switch,False,False
switch.tz3000_j0ktmul1_ts011f_switch_4,Empty,Garden back,Sprinklers,zha,switch,False,False
